lemma	codlem	gen	codmorf	keep	throwLst
cataplasma	N3B	n	NcC	c0835	D3495
catechesis	N3B	f	NcC	c0861	D34B7
cathedra	N1	f	NcA	c0885	D34F3
catillamen	N3B	n	NcC	c0895	D3502
catillo	N3B	m	NcC	c0899	D3507
cauamen	N3B	n	NcC	c0928	D354H
caudex	N3B	m	NcC	c0937	D358C
cauefacio	V5		VmM	c0948	D359B
cauma	N3B	n	NcC	c0978	D35CH,D35D0
caupo	N3B	m	NcC	c0982	D35DB
celeuma	N3B	n	NcC	c1063	D3678
celsitudo	N3B	f	NcC	c1084	D36A4
celtis	N3B	f	NcC	c1092	D36A9
cento	N3B	m	NcC	c1150	D3701,D3700
cercis	N3B	f	NcC	c1219	D377F
certamen	N3B	n	NcC	c1264	D37E8
certitudo	N3B	f	NcC	c1273	D37F1
character	N3B	m	NcC	c1386	D38CB
charaxo	V1		VmF	c1390	D38D3
charta	N1	f	NcA	c1396	D3909,D3907,D3908
chartophylax	N3B	m	NcC	c1404	D3919
chartopola	N1	m	NcA	c1405	D391A
chartula	N1	f	NcA	c1407	D391E
chartus	N2	m	NcB	c1396	D3924
chlamys	N3B	f	NcC	c1463	D39G6
choenix	N3B	f	NcC	c1470	D39H0
choragus	N2	m	NcB	c1485	D3A08
chorda	N1	f	NcA	c1489	D3A0F
chorea	N1	f	NcA	c1493	D3A10
chorus	N2	m	NcB	c1506	D3A2G,D3A2H,D3A2D,D3A2E,D3A2F
chrisma	N3B	n	NcC	c1510	D3A3H
chroma	N3B	n	NcC	c1515	D3A51
cicuticen	N3B	m	NcC	c1601	D3AAC
ciniflo	N3B	m	NcC	c1653	D3B16
claredo	N3B	f	NcC	c2029	D3C6H,D3C70
classis	N3B	f	NcC	c2051	D3CA0,D3CA1,D3CA2
clima	N3B	n	NcC	c2107	D3D39
cochlea	N1	f	NcA	c2252	D3E05,D3E06
cogitamen	N3B	n	NcC	c2298	D3EBF
cognomen	N3B	n	NcC	c2315	D3ECH
cohors	N3B	f	NcC	c2335	D3EF3
collare	N3B	n	NcC	c2379	D3F5C
collema	N3B	n	NcC	c2406	D3FA9
colophon	N3B	m	NcC	c2498	D3FHG
comma	N3B	n	NcC	c2596	D3GCG
commater	N3B	f	NcC	c2620	D3GE6
commentariensis	N3B	m	NcC	c2649	D3H05,D3H06
commilito	N3B	m	NcC	c2672	D3H1F
commisero	N3B	m	NcC	c2688	D3H27
commune	N3B	n	NcC	c4577	D3H5F,D3H5G,D3H5H
compago	N3B	f	NcC	c7776	D3HA2
compesco	V3		VmH	c2832	D3HEF
concha	N1	f	NcA	c2998	D4097,D4098,D4099,D4095,D409A,D4096
conclaue	N3B	n	NcC	c3049	D40D1
concurialis	N3B	m	NcC	c3111	D40G4
conserua	N1	f	NcA	c4629	D42GA,D42GB
consiliaris	N3B	m	NcC	c6530	D430F
consiliatrix	N3B	f	NcC	c3534	D4312
consipio	V5		VmM	c3541	D431D
consisto	V3		VmH	c3543	D431F
consuetudo	N3B	f	NcC	c3647	D4387,D4384,D4385,D4386
consul	N3B	m	NcC	c3648	D438C,D438D,D4389,D438A,D438B
consupplicatrix	N3B	f	NcC	c3663	D43A9
contamen	N3B	n	NcC	c3678	D43BB
contradico	V3		VmH	c3787	D4421
coriago	N3B	f	NcC	c4029	D45H4
corpus	N3B	n	NcC	c4091	D46A7,D46A6
cothurnosus	N2/1	*	Af-	c4204	D47A4
cothurnus	N2	m	NcB	c4205	D47A5
crasis	N3B	f	NcC	c4241	D4848
crassedo	N3B	f	NcC	c4246	D4852
crater	N3B	m	NcC	c4264	D485E,D485F
creatrix	N3B	f	NcC	c4276	D4882
crepido	N3B	f	NcC	c4316	D48EB,D48EC,D48EE
crepis	N3B	f	NcC	c4318	D48EF
crinio	V4		VmL	c4359	D4930
crinis	N3B	m	NcC	c4360	D4931
crisis	N3B	f	NcC	c4366	D4948
crocis	N3B	f	NcC	c4395	D498G
crusma	N3B	n	NcC	c4461	D4A0H
cubile	N3B	n	NcC	c4487	D4A4B,D4A4C
cudo	N3B	m	NcC	c4525	D4A8H
cuiusmodi	I		X--	c4532	D4AB3
culmen	N3B	n	NcC	c4556	D4AD9,D4AD8
cultrix	N3B	f	NcC	c4576	D4AGG
cutis	N3B	f	NcC	c4762	D4CBB
cyceon	N3B	m	NcC	c4775	D4CD0
cyclas	N3B	f	NcC	c4779	D4CD2
cynocauma	N3B	n	NcC	c4819	D4CF3
damalio	N3B	m	NcC	d0021	D4D33
dasia	N1	f	NcA	d0060	D4D8D
decachordus	N2/1	*	Af-	d0116	D4DH3
decermina	N3B	n	NcC	d0176	D4E46
decoramen	N3B	n	NcC	d0241	D4E94
defensatrix	N3B	f	NcC	d0352	D4F14
dentex	N3B	m	NcC	d0718	D4GC1
depetigo	N3B	f	NcC	d0783	D4GG8
desertitudo	N3B	f	NcC	d0954	D4HD0
desisto	V3		VmH	d0981	D4HFE
desma	N3B	n	NcC	d0984	D4HG2
despectrix	N3B	f	NcC	d0998	D4HH9
deuoluo	V3		VmH	d1176	D50CE
deus	N2	m	NcB	d1193	D50E3
dextrale	N3B	n	NcC	d1201	D50F7
diadema	N3B	n	NcC	d1236	D510C,D510D
diapsalma	N3B	n	NcC	d1293	D5134
diastema	N3B	n	NcC	d1304	D5142
digma	N3B	n	NcC	d1437	D51G7,D51G6
dioecesis	N3B	f	NcC	d1632	D5267,D5268
diplois	N3B	f	NcC	d1650	D5277
diploma	N3B	n	NcC	d1651	D5278
dipodia	N1	f	NcA	d1653	D527F
disco	V3		VmH	d1724	D52DE
discrimen	N3B	n	NcC	d1758	D5303
disertitudo	N3B	f	NcC	d1789	D531H
dispensatrix	N3B	f	NcC	d1829	D5383
dissertitudo	N3B	f	NcC	d1892	D53CH
dissimilitudo	N3B	f	NcC	d1905	D53D9
diuinatrix	N3B	f	NcC	d2035	D543A
dogma	N3B	n	NcC	d2099	D54C4,D54C3
doma	N3B	n	NcC	d2131	D54FD,D54FB,D54FC
domina	N1	f	NcA	d0165	D5512,D550F,D5513,D550H,D5515,D5510,D5517,D5511
draco	N3B	m	NcC	d2206	D55H7,D55H8,D55H9
drama	N3B	n	NcC	d2218	D560F,D560E
ducatrix	N3B	f	NcC	d2268	D569D
ductrix	N3B	f	NcC	d2288	D56C7
duellis	N3B	m	NcC	d2291	D56D5
dulcedo	N3B	f	NcC	d2297	D56F1
dumtaxat	I		X--	d2324	D56H2
ebriamen	N3B	n	NcC	e0014	D5794
ecbasis	N3B	f	NcC	e0032	D579G
echenais	N3B	f	NcC	e0042	D57BF
ectroma	N3B	n	NcC	e0066	D57DG
edo	N3B	m	NcC	e0096	D57GG
effamen	N3B	n	NcC	e0116	D580D
eiulito	V1		VmF	e9236	D58C4
elephantus	N2	m	NcB	e0311	D58H9
elix	N3B	m	NcC	e0337	D5923
emaneo	V2		VmG	e0400	D595H
embasis	N3B	f	NcC	e0417	D5971
emblema	N3B	n	NcC	e0420	D597A
emolo	V3		VmH	e0486	D59DH
emponema	N3B	n	NcC	e0511	D59GF
enecatrix	N3B	f	NcC	e0585	D5A5E
enema	N3B	n	NcC	e0588	D5A5H
energia	N1	f	NcA	e0581	D5A62
enthymesis	N3B	f	NcC	e0638	D5ACA
epaphaeresis	N3B	f	NcC	e0680	D5AF5
epicitharisma	N3B	n	NcC	e0709	D5AH6
epidipnis	N3B	f	NcC	e0725	D5B02
epidixis	N3B	f	NcC	e0726	D5B03
epigramma	N3B	n	NcC	e0728	D5B08
epigroma	N3B	n	NcC	e0733	D5B0C
epithema	N3B	n	NcC	e0782	D5B56
era	N1	f	NcA	e0843	D5BBG,D5BBH,D5BC0,D5BC1
erctum	N2	n	NcB	e0852	D5BDB
eritudo	N3B	f	NcC	e0898	D5BH8
erratrix	N3B	f	NcC	e0924	D5C26
eruca	N1	f	NcA	e0930	D5C30
erus	N2	m	NcB	e0843	D5C42
estrix	N3B	f	NcC	e0990	D5E1B
ethos	N3B	n	NcC	e1009	D5E40
examen	N3B	n	NcC	e1212	D5EH1,D5EH2
exanthema	N3B	n	NcC	e1230	D5F0F
exarchus	N2	m	NcB	e1236	D5F1D
excandefacio	V5		VmM	e1278	D5F54
eximo	V3		VmH	e1497	D5GA5
exochas	N3B	f	NcC	e1518	D5GDH
exomologesis	N3B	f	NcC	e1528	D5GE9
fabulo	N3B	m	NcC	f0031	D6090
falco	N3B	m	NcC	f0118	D6155,D6156,D6157
falere	N3B	n	NcC	f0120	D6173
falx	N3B	f	NcC	f0146	D61D6
famen	N3B	n	NcC	f0152	D61DF
farcimen	N3B	n	NcC	f0189	D6210
farrago	N3B	f	NcC	f0208	D624E
femina	N1	f	NcA	f0343	D636F
feminalia	N3B	n	NcC	f1349	D636G
femoralia	N3B	n	NcC	f1349	D6375
femur	N3B	n	NcC	f0347	D6379
ferrugo	N3B	f	NcC	f0402	D642B
ferrumen	N3B	n	NcC	f0404	D642G
fidamen	N3B	n	NcC	f0483	D64FC
figmen	N3B	n	NcC	f0511	D651G
filia	N1	f	NcA	f0528	D6558,D6559
firmatrix	N3B	f	NcC	f9560	D65FC
firmitudo	N3B	f	NcC	f0562	D65G6
flasco	N3B	m	NcC	f0648	D669C,D669D
flos	N3B	m	NcC	f0703	D6717
focale	N3B	n	NcC	f0750	D675F,D675G,D675H,D6760,D675E
follis	N3B	m	NcC	f0788	D67HE,D67HB,D67HC
fomen	N3B	n	NcC	f0791	D680D
forago	N3B	f	NcC	f0806	D6840
foramen	N3B	n	NcC	f0807	D6846,D6847
formatrix	N3B	f	NcC	f9839	D690B
fornax	N3B	f	NcC	f0870	D694F
fornicatrix	N3B	f	NcC	f0875	D695H
fornix	N3B	f	NcC	f0878	D696B
forpex	N3B	f	NcC	f0880	D6974
fors	N3B	f	NcC	f0881	D6985
fortitudo	N3B	f	NcC	f0891	D69C7,D69C6
fortuna	N1	f	NcA	f0895	D69C9,D69CA,D69CB,D69CC
frigus	N3B	n	NcC	f1008	D6BB4
frontale	N3B	n	NcC	f1032	D6C16
fronto	N3B	m	NcC	f8034	D6C20
frumen	N3B	n	NcC	f1050	D6C60
fuligo	N3B	f	NcC	f1123	D6CEA
fulmen	N3B	n	NcC	f1130	D6CF8
fundamen	N3B	n	NcC	f1163	D6D0B
funus	N3B	n	NcC	f1191	D6D50,D6D51
furo	N3B	m	NcC	f1229	D6DC1,D6DC2
fustis	N3B	m	NcC	f1256	D6DH2,D6DH1
futis	N3B	f	NcC	f1261	D6DHE
ganeo	N3B	m	NcC	g0071	D6F69
geminitudo	N3B	f	NcC	g0139	D6H30
generamen	N3B	n	NcC	g0167	D6H51
genimen	N3B	n	NcC	g0193	D6H71
genuale	N3B	n	NcC	g0211	D6HA0
gerro	N3B	m	NcC	g0248	D6HGC
gestamen	N3B	n	NcC	g0259	D700A
gillo	N3B	m	NcC	g0301	D7079
glebo	N3B	m	NcC	g0369	D710C
glomus	N3B	n	NcC	g0399	D714H
glos	N3B	f	NcC	g0412	D7163,D7164
gluten	N3B	n	NcC	g0426	D717F
gracilitudo	N3B	f	NcC	g0484	D722G
gramen	N3B	n	NcC	g0506	D7282
gramma	N3B	n	NcC	g0511	D7289
grauamen	N3B	n	NcC	g0581	D7337
grauedo	N3B	f	NcC	g0586	D7351,D7352,D7350
grauitudo	N3B	f	NcC	g0599	D7369
grossitudo	N3B	f	NcC	g0622	D7407
gulo	N3B	m	NcC	g0649	D7554
gurges	N3B	m	NcC	g0656	D757A
haeresis	N3B	f	NcC	h0047	D762A,D762B,D7629
hama	N1	f	NcA	h0081	D7676
hamula	N1	f	NcA	h0099	D768C,D768D,D768B
hamus	N2	m	NcB	h0101	D768E
hara	N1	f	NcA	h0106	D76B6
harena	N1	f	NcA	h0107	D76D2
harenarius	N2/1	*	Af-	h0109	D76D4,D76D5
harenifodina	N1	f	NcA	h0112	D76DC
harpa	N1	f	NcA	h0124	D76FA,D76F9
harpago	V1		VmF	h0127	D76FC
hasta	N1	f	NcA	h0137	D76HB,D76HC,D76H8,D76HE,D76H9,D76HF,D76HA
hastarium	N2	n	NcB	h0138	D7701
hastile	N3B	n	NcC	h0142	D770A
haustus	N4	m	NcD	h0159	D773G
hecatontas	N3B	f	NcC	h0170	D775B
hedera	N1	f	NcA	h0172	D7764
helluor	V1		VmF	h0203	D779A
hemina	N1	f	NcA	h0226	D77AH
heptamyxos	N2/1	*	Af-	h0257	D77D3
heptaphonos	N2/1	*	Af-	h0258	D77D4
hermeneuma	N3B	n	NcC	h0303	D7863
herus	N2	m	NcB	e0843	D7899,D789A
hieromnemon	N3B	m	NcC	h0375	D78E7
hilla	N1	f	NcA	h0299	D78FG
hinnula	N1	f	NcA	h0400	D78H2,D78H3,D78H4
hircipes	N3B	m	NcC	h0439	D7906
hircus	N2	m	NcB	h0443	D7909
hirudo	N3B	f	NcC	h0456	D791A
hirundo	N3B	f	NcC	h0459	D791D
holocaustoma	N3B	n	NcC	h0490	D7977
holosericus	N2/1	*	Af-	h0501	D797C
holouitreus	N2/1	*	Af-	h0507	D797F
homo	N3B	m	NcC	h0518	D79A3
honestitudo	N3B	f	NcC	h0536	D79BG
hora	N1	f	NcA	h0553	D79EB,D79EC
hordeolus	N2	m	NcB	h0562	D79FE
horia	N1	f	NcA	h0567	D79G1
hostia	N1	f	NcA	h0628	D7A53,D7A51,D7A52
humerus	N2	m	NcB	u0988	D7AE2
humilitudo	N3B	f	NcC	h0658	D7AEG
hypsoma	N3B	n	NcC	h0818	D7B4G
ignis	N3B	m	NcC	i0144	D7C52,D7C53
illex	N3A	*	Af-	i0219	D7C84
imago	N3B	f	NcC	i0295	D7CBF
imber	N3B	m	NcC	i0304	D7CCH
impetigo	N3B	f	NcC	i0525	D7DA1
impingo	V3		VmH	i0547	D7DB2
implecto	V3		VmH	i0564	D7DC2
impluo	V3		VmH	i0580	D7DD7
impoenitudo	N3B	f	NcC	i0585	D7DDH
impraesentiarum	I		X--	i9917	D7DGH
impulstrix	N3B	f	NcC	i0681	D7E39
imus	N2/1	*	Af-	i0701	D7E4G
incertitudo	N3B	f	NcC	i0876	D7F11
incharaxo	V1		VmF	i0889	D7F1E
incorporalis	N3A	*	Af-	i1084	D7FEC
indages	N3B	f	NcC	i1184	D7G2E
indago	N3B	f	NcC	i1186	D7G33,D7G31,D7G32
ineptitudo	N3B	f	NcC	i1425	D7GH1,D7GH2
infundo	V3		VmH	i1671	D7HDC,D7HDD
ingratitudo	N3B	f	NcC	i1705	D800E,D800F
initiatrix	N3B	f	NcC	i1787	D806C
inlex	N3A	*	Af-	D808H	D8090
inquies	N3B	f	NcC	i1916	D810D
inquietudo	N3B	f	NcC	i1920	D8110
insidiatrix	N3B	f	NcC	i2019	D8185
insigne	N3B	n	NcC	i2023	D818F,D818D,D818E
insuetudo	N3B	f	NcC	i2170	D81H4
insum	VA		VmN	i2191	D7H02
integritudo	N3B	f	NcC	i2219	D8231
interfemus	N3B	n	NcC	i2328	D82A6
interrex	N3B	m	NcC	i2463	D82FB
introduco	V3		VmH	i9922	D8356,D8357
intromitto	V3		VmH	i9925	D8367
intueor	V2		VmG	i2620	D8371
inualitudo	N3B	f	NcC	i2633	D838A,D838B
iocus	N2	m	NcB	i2772	D83H2
iter	N3B	n	NcC	i2961	D84AF
iunix	N3B	f	NcC	i3103	D852G
iuuamen	N3B	n	NcC	i3091	D85AH
iuuenalia	N3B	n	NcC	i3093	D85B2
labeo	N3B	m	NcC	l0012	D868H,D868G
labes	N3B	f	NcC	l0014	D8694
laetamen	N3B	n	NcC	l0118	D8743,D8744
lampas	N3B	f	NcC	l0181	D87B8,D87B9
languitudo	N3B	f	NcC	l0211	D8813
lanifex	N3B	m	NcC	l0222	D881H
lar	N3B	m	NcC	D889G	D889H,D88A0
largitudo	N3B	f	NcC	l0299	D88C1,D88C2
lateralia	N3B	n	NcC	l0344	D88G5,D88G4
latrix	N3B	f	NcC	l0382	D891F
latro	N3B	m	NcC	l0384	D891G
lebes	N3B	m	NcC	l0450	D89E5
lectrix	N3B	f	NcC	l0466	D8A0F
lemma	N3B	n	NcC	l0508	D8A9F
leo	N3B	m	NcC	l0549	D8AE0
leuamen	N3B	n	NcC	l0596	D8B3C
lex	N3B	f	NcC	l0648	D8BA1
ligamen	N3B	n	NcC	l0737	D8C5G,D8C5E,D8C5F
limen	N3B	n	NcC	l0774	D8CD4
limma	N3B	n	NcC	l0789	D8CE9
liquamen	N3B	n	NcC	l0872	D8D5E
longitudo	N3B	f	NcC	l1023	D8E7B
lumbare	N3B	n	NcC	l1168	D8F55
lumen	N3B	n	NcC	l1176	D8F5H,D8F60,D8F61
luter	N3B	m	NcC	l1239	D8FCH
magnitudo	N3B	f	NcC	m0130	D8GG6
maialis	N3B	m	NcC	m0136	D8H03
malagma	N3B	n	NcC	m0154	D8H79
maledico	V3		VmH	m9606	D8HA3
malefactum	N2	n	NcB	m9499	D8HAC
mallo	N3B	m	NcC	m0202	D8HHF
mamillare	N3B	n	NcC	m0222	D904F
manalis	N3A	*	Af-	m0239	D906H
mandatrix	N3B	f	NcC	m0258	D90DG
manduco	N3B	m	NcC	m0270	D90G3
mango	N3B	m	NcC	m0276	D911D,D9120,D911E,D9121,D911F,D9122,D911G,D911C,D911H
manipulus	N2	m	NcB	m0301	D9175,D9176
mansuetudo	N3B	f	NcC	m0320	D91C1
manuale	N3B	n	NcC	m0338	D91F8,D91FD,D91F9,D91FE,D91FA,D91FF,D91FB,D91FG,D91FC
mare	N3B	n	NcC	m0378	D92G2
margo	N3B	2	NcC	m0388	D9318,D9319
marmaritis	N3B	f	NcC	m0398	D935G
marones	N3B	m	NcC	m0408	D9375
mas	N3B	m	NcC	m0417	D93E6
mastix	N3B	f	NcC	m0432	D945H
mater	N3B	f	NcC	m0448	D9487,D9488,D9489
matrix	N3B	f	NcC	m0474	D94DB,D94DC
matrona	N1	f	NcA	m0475	D94DF
mediale	N3B	n	NcC	m0527	D9582,D9583
memoriale	N3B	n	NcC	m0703	D968D
mento	N3B	m	NcC	m0763	D96HH
merces	N3B	f	NcC	m0785	D974E
merges	N3B	f	NcC	m0801	D9789,D9788
metensomatosis	N3B	f	NcC	m0886	D988F
migma	N3B	n	NcC	m0970	D98HC
miles	N3B	m	NcC	m0974	D990A
mima	N1	f	NcA	m1005	D9945
moderamen	N3B	n	NcC	m1160	D9AD8
monacha	N1	f	NcA	m1270	D9BC3
monogramma	N3B	n	NcC	m8320	D9C06
mors	N3B	f	NcC	m1420	D9CE3,D9CE2
mos	N3B	m	NcC	m1442	D9D2D
mucro	N3B	m	NcC	m1466	D9DB9
mula	N1	f	NcA	m1479	D9DDH,D9DE0
mulcedo	N3B	f	NcC	m1481	D9DEB
mulctrale	N3B	n	NcC	m1590	D9DEH
mulier	N3B	f	NcC	m1595	D9DG4
multitudo	N3B	f	NcC	m1684	D9E2C
munimen	N3B	n	NcC	m1741	D9E83
munus	N3B	n	NcC	m1751	D9E9G,D9E9H,D9E9D,D9EA0,D9E9E,D9E9F
musimo	N3B	m	NcC	m1826	D9F21
mycetias	N1	m	NcA	m1883	D9F85
nam	I		X--	n0007	D9FCG
nata	N1	f	NcA	n0088	D9G03,D9G04
natale	N3B	n	NcC	n0059	D9G06,D9G07,D9G08,D9G05
natalis	N3A	*	Af-	n0059	D9G0F
natrix	N3B	f	NcC	n0070	D9G30
naturalis	N3A	*	Af-	n0073	D9G40
nauale	N3B	n	NcC	n0076	D9G4E
nauis	N3B	f	NcC	n0103	D9G90,D9G91,D9G8G,D9G8H
necessitudo	N3B	f	NcC	n0147	D9GD7
nectar	N3B	n	NcC	n0157	D9GDD
nema	N3B	n	NcC	n0199	D9GG9
nemen	N3B	n	NcC	n0200	D9GGC
nemus	N3B	n	NcC	n0207	D9GH3
nepos	N3B	m	NcC	n0224	D9H03
nomen	N3B	n	NcC	n0492	D9HHB
nomisma	N3B	n	NcC	n0506	DA00B
notamen	N3B	n	NcC	n0540	DA04C,DA04B
nouale	N3B	n	NcC	n0558	DA06B
nox	N3B	f	NcC	n0588	DA09H,DA0A0,DA0A1,DA0A2
nudipedalia	N3B	n	NcC	n0622	DA0CG
nutrimen	N3B	n	NcC	n0718	DA10B
nutrix	N3B	f	NcC	n0724	DA116
nux	N3B	f	NcC	n0726	DA118,DA119
oblectamen	N3B	n	NcC	o0082	DA17D
occurro	V3		VmH	o0420	DA23E
oculare	N3B	n	NcC	o0491	DA277
offendix	N3B	f	NcC	o0559	DA2B7
offendo	V3		VmH	o0562	DA2B5
