LiLaRef	LemLatLST	lemmaLST
lemma/87321	71356(D03F4),531(a0458)	acicula,acucula
lemma/87344	78318(D1AFA),553(a0479)	ad,at
lemma/87348	147004(D0589),560(a0483)	adaequo,adequo
lemma/87350	71795(D058F),562(a0485)	adaero,adero
lemma/87382	152506(D006E),595(a0516)	abbibo,adbibo
lemma/87399	71769(D056C),614(a0533)	addicio,additio
lemma/87447	72225(D079A),664(a0579)	adiantum,adyantum
lemma/87524	71920(D062G),746(a0653)	adminiculo,adminiculor
lemma/87541	74669(D0G35),761(a0668)	admiror,ammiror
lemma/87561	74679(D0G3F),782(a0685)	admonitio,ammonitio
lemma/87567	74681(D0G41),791(a0691)	admotio,ammotio
lemma/87568	152553(D0G42),792(a0692)	admoueo,ammoueo
lemma/87580	147027(D10BF),803(a0703)	adnecto,annecto
lemma/87587	151712(D013C),813(a0710)	abnodo,adnodo
lemma/87590	75441(D10E7),816(a0712)	adnotamentum,annotamentum
lemma/87591	75442(D10E9),817(a0713)	adnotatio,annotatio
lemma/87594	75438(D10E8),822(a0716)	adnoto,annoto
lemma/87630	72004(D069F),871(a0750)	adorea,adoria
lemma/87632	147037(D06A2),872(a0751)	adorio,adorior
lemma/87655	72142(D0734),897(a0773)	aduenticius,aduentitius
lemma/87693	149204(D0687),938(a0807)	adolescentior,adulescentior
lemma/87743	98334(D57FF),108507(D7768),996(a0851)	aedificium,edificium,hedificium
lemma/87747	98337(D57FH),1001(a0855)	aedilis,edilis
lemma/87748	98339(D57G0),1002(a0856)	aedilitas,edilitas
lemma/87761	98480(D5878),1014(a0866)	aeger,eger
lemma/87783	98491(D589B),1030(a0881)	aegrimonium,egrimonium
lemma/87789	98494(D589E),1035(a0887)	aegrotaticius,egrotatitius
lemma/87791	98495(D589F),1037(a0889)	aegroticius,egroticius
lemma/87804	151146(D07D1),1052(a0900)	aemulo,aemulor
lemma/87815	99099(D5ADF),1064(a0909)	aenulum,enulum
lemma/87854	72322(D07FA),1104(a0946)	aequiparabilis,aequiperabilis
lemma/87859	72324(D07FC),1109(a0951)	aequiparo,aequipero
lemma/87869	99314(D5B8B),1120(a0961)	aequo,equo
lemma/87876	99383(D5BC6),1129(a0968)	aeramen,eramen
lemma/87877	99380(D5BC8),1130(a0969)	aeramentum,eramentum
lemma/87882	99387(D5BCF),1136(a0971)	aerator,erator
lemma/87892	99452(D5BH0),1144(a0979)	aeripes,eripes
lemma/87900	99491(D5C0G),1149(a0986)	aero,ero
lemma/87923	99777(D5D12),1176(a1009)	aesculetum,esculetum
lemma/87927	99773(D5D15),1181(a1013)	aesculus,esculus
lemma/87938	100028(D5DG8),1192(a1023)	aestimium,estimium
lemma/87946	100032(D5DGB),1194(a1030)	aestiua,estiua
lemma/87948	100085(D5E1F),1202(a1032)	aestuarium,estuarium
lemma/87955	72411(D0837),1209(a1037)	aetas,aeuitas
lemma/87960	147804(D5E33),1214(a1042)	aeterno,eterno
lemma/87976	75668(D11BC),2620(a1056)	anticus,antiquus
lemma/87981	71804(D0599),1233(a1060)	adfaber,affaber
lemma/87988	71806(D059C),1240(a1067)	adfatio,affatio
lemma/88000	71811(D059H),1254(a1078)	adfectuosus,affectuosus
lemma/88006	149443(D05A6),1261(a1084)	adfigo,affigo
lemma/88007	150839(D05A7),1262(a1085)	adfiguro,affiguro
lemma/88027	151950(D05A9),1291(a1105)	adflo,afflo
lemma/88042	151967(D05AG),1308(a1120)	adfurcillo,affurcillo
lemma/88044	152510(D00D2),1310(a1122)	abfluo,afluo
lemma/88068	152441(D05B0),1335(a1144)	adgeniculor,aggeniculor
lemma/88078	152057(D05B6),1347(a1154)	adglutino,agglutino
lemma/88081	149919(D05BA),1350(a1157)	adgrauo,aggrauo
lemma/88110	149016(D05B8),1380(a1183)	adgnascor,agnascor
lemma/88112	71968(D066E),72830(D09F2),1383(a1185)	adnatio,agnacio,agnatio
lemma/88152	147081(D09HF),1424(a1216)	agonizo,agonizor
lemma/88154	72871(D09HE),1426(a1218)	agonitheta,agonotheta
lemma/88196	73105(D0AE6),1465(a1254)	aizoon,aizoum
lemma/88204	73555(D0C53),1471(a1261)	alabrum,alibrum
lemma/88208	73176(D0B04),1475(a1265)	alapa,alapha
lemma/88231	70803(D01EG),70865(D022A),2971(a1281)	absinthium,absynthium,apsinthium
lemma/88277	73389(D0BD9),1540(a1319)	alcion,alcyon
lemma/88282	73537(D0C41),1545(a1324)	alea,alia
lemma/88304	73390(D0BDA),1567(a1342)	alciosus,algiosus
lemma/88313	73560(D0C57),1577(a1350)	alica,alicha
lemma/88343	71489(D0458),72953(D0A53),3016(a1373)	acrifolium,agrifolium,aquifolium
lemma/88344	73614(D0C8G),3(a1374)	a"lipes,alipes
lemma/88347	73622(D0C99),1611(a1377)	alipta,aliptes
lemma/88348	147093(D0CHC),147094(D0CHD),1654(a1378)	alle'uo,alleuo
lemma/88352	73405(D0BHE),73697(D0D03),1637(a1382)	aleum,alium,alleum
lemma/88373	151837(D0602),1667(a1403)	adlego,allego
lemma/88384	149200(D060A),1678(a1414)	adleuio,alleuio
lemma/88385	147093(D0CHC),147094(D0CHD),1653(a1415)	alle"uo,alleuo
lemma/88414	108201(D766B),1708(a1443)	allus,hallus
lemma/88431	73982(D0DDF),1725(a1459)	aloa,aloe
lemma/88461	147098(D0E59),1755(a1486)	alterco,altercor
lemma/88472	74186(D0E8C),1768(a1497)	alterplex,altriplex
lemma/88475	74159(D0E6B),1772(a1500)	althaea,althea
lemma/88565	147107(D0EH4),1859(a1578)	amarico,amaricor
lemma/88632	74490(D0F9A),1926(a1640)	ambubaia,ambubia
lemma/88654	71910(D0624),1950(a1661)	admentatio,amentatio
lemma/88676	71989(D0688),940(a1681)	adolescentulus,adulescentulus
lemma/88677	74580(D0FF7),1976(a1682)	amico,amicor
lemma/88694	71909(D0626),2000(a1695)	admentum,ammentum
lemma/88761	74790(D0GB3),2064(a1756)	amphiteatrum,amphitheatrum
lemma/88762	74562(D0FE8),74833(D0GDF),75185(D0HGC),2065(a1757)	amfora,amphora,ampora,anfora
lemma/88791	74500(D0F9H),2093(a1784)	ambulacium,ampullagium
lemma/88803	74706(D0G5D),2104(a1796)	amoletum,amuletum
lemma/88814	74601(D0FGH),2115(a1806)	amigdala,amygdala
lemma/88816	74602(D0FH0),2120(a1806)	amigdalum,amygdalum
lemma/88822	74705(D0G5C),2122(a1812)	amolo,amylo
lemma/88823	74704(D0G5H),2123(a1813)	amolum,amylum
lemma/88930	75022(D0H6B),2238(a1907)	ancaesa,ancesa
lemma/88937	75103(D0HBB),2245(a1914)	anchusa,ancusa
lemma/88938	75031(D0H72),2246(a1915)	anchile,ancile
lemma/88943	75057(D0H8F),2251(a1919)	ancillo,ancillor
lemma/88946	75258(D1030),2254(a1922)	ancistron,angistrum
lemma/88953	75039(D0H78),2259(a1927)	anchora,ancora
lemma/88958	75045(D0H82),75275(D1040),2264(a1931)	anchrae,ancrae,angrae
lemma/89009	75226(D100H),2307(a1971)	angario,angarizo
lemma/89010	75201(D100G),2308(a1972)	angarius,angarus
lemma/89109	147028(D0672),2402(a2059)	adnihilo,annihilo
lemma/89123	147032(D0679),2416(a2071)	adnullo,annullo
lemma/89129	75372(D10G8),74875(D122G),2417(a2077)	annus,anus
lemma/89135	75483(D10H3),2425(a2082)	anomalos,anomalus
lemma/89149	98338(D57G1),1000(a2095)	aedilicius,edilitius
lemma/89188	75707(D11D1),2486(a2131)	antegerio,antigerio
lemma/89196	75716(D11DB),2495(a2139)	antelogium,antilogium
lemma/89233	75771(D11GG),2534(a2176)	antesto,antisto
lemma/89343	72284(D07DF),1058(a2271)	aeneum,aenum
lemma/89363	75461(D10G0),2662(a2290)	annulus,anulus
lemma/89365	75372(D10G8),74875(D122G),4(a2292)	a"nus,annus,anus
lemma/89374	75841(D1238),2670(a2301)	anxietudo,anxitudo
lemma/89376	147116(D0H54),2672(a2303)	anaxo,anxo
lemma/89393	75979(D12BF),2690(a2319)	apenarii,apinarii
lemma/89398	75912(D127E),2694(a2323)	aperibilis,apertibilis
lemma/89445	75886(D1263),2740(a2360)	apecula,apicula
lemma/89456	75863(D128C),2750(a2369)	apes,apis
lemma/89462	76248(D13B2),2755(a2374)	apluda,appluda
lemma/89470	76002(D12D6),2763(a2381)	apoca,apocha
lemma/89501	76049(D12G6),2792(a2409)	apologeticon,apologeticum
lemma/89550	76115(D132C),2842(a2451)	apoteca,apotheca
lemma/89559	150848(D133A),2850(a2460)	apozimo,apozymo
lemma/89603	148860(D06B4),2900(a2504)	adplaudo,applaudo
lemma/89605	72018(D06B5),2903(a2506)	adplene,applene
lemma/89607	151769(D06B7),2906(a2508)	adplico,applico
lemma/89613	150825(D06B9),2910(a2513)	adpono,appono
lemma/89623	150050(D06BE),2922(a2523)	adprehendo,apprehendo
lemma/89627	149438(D06BF),2926(a2527)	adpretio,appretio
lemma/89642	149235(D06C3),2942(a2542)	adpropinquo,appropinquo
lemma/89643	150755(D06C2),2943(a2543)	adpropio,appropio
lemma/89645	151925(D06C4),2945(a2545)	adproprio,approprio
lemma/89673	70791(D01E0),76361(D1415)	absida,apsida
lemma/89674	70798(D01EH),2973(a2568)	absis,apsis
lemma/89692	71604(D04D1),2991(a2585)	acua,aqua
lemma/89693	76470(D1484),2995(a2586)	aquaelicium,aquilicium
lemma/89730	76476(D148D),3036(a2618)	aquimanile,aquiminale
lemma/89737	76490(D149E),76491(D149F),77711(D18C9),3043(a2625)	ara,asa
lemma/89738	73132(D0AF6),3044(a2626)	alabarches,arabarches
lemma/89777	76613(D14H0),3086(a2657)	arbiterium,arbitrium
lemma/89779	76615(D14H7),3088(a2658)	arbitro,arbitror
lemma/89797	76703(D1547),3106(a2674)	arca,archa
lemma/89807	76727(D1558),3117(a2684)	arcera,archera
lemma/89812	147145(D02CG),147146(D1542)	accersio,arcessio
lemma/89865	76880(D15ED),3174(a2734)	archium,archiuum
lemma/89875	76855(D15D2),77647(D1882),3184(a2744)	archisellium,arcisellium,artisellium
lemma/89891	76912(D15GA),3204(a2759)	arcla,arcula
lemma/89909	77107(D16AF),3223(a2775)	area,aria
lemma/89914	77134(D16CB),3228(a2779)	areola,ariola
lemma/89915	76550(D14D5),77141(D16CH),3229(a2780)	arapennis,arepennis,aripennis
lemma/89929	74918(D0H06),2199(a2791)	anafora,anaphora
lemma/89933	76693(D1539),3251(a2795)	arcentum,argentum
lemma/90005	77180(D16F4),3327(a2861)	armacio,armatio
lemma/90057	76873(D15DH),77370(D178G),3185(a2905)	architenens,arcitenens,arquitenens
lemma/90060	131782(DBF54),3383(a2908)	arrabo,rabo
lemma/90079	151067(D06EB),3400(a2924)	adrodo,arrodo
lemma/90092	77526(D181C),3413(a2937)	arsineum,arsinum
lemma/90097	77572(D183D),3418(a2942)	artemo,artemon
lemma/90098	77556(D182C),3419(a2943)	artaeria,arteria
lemma/90141	75462(D10FG),2657(a2981)	annularius,anularius
lemma/90158	76504(D14A8),3064(a2998)	aracia,aratia
lemma/90160	76716(D154H),77165(D16ED),3110(a3000)	arcarius,archarius,arkarius
lemma/90172	77941(D1A42),77942(D1A43),77943(D1A44),3477(a3009)	as,assis
lemma/90183	77765(D18FF),3491(a3019)	ascella,ascilla
lemma/90194	77756(D18F7),3505(a3030)	aschites,ascites
lemma/90197	77788(D18H4),3510(a3033)	ascopa,ascopera
lemma/90200	72056(D06F6),3513(a3036)	adscriptio,ascriptio
lemma/90233	140180(DD8BH),3545(a3065)	asparagus,sparagus
lemma/90262	151627(D06H5),3572(a3091)	adspicio,aspicio
lemma/90273	151198(D01H8),3583(a3101)	absporto,asporto
lemma/90290	72060(D06F9),3599(a3114)	adsectatio,assectatio
lemma/90291	72061(D06FA),3600(a3115)	adsectator,assectator
lemma/90300	150014(D06FD),78012(D19D5),3608(a3123)	adsello,assello
lemma/90305	72067(D06FH),3614(a3128)	adsentatio,assentatio
lemma/90326	72074(D06G7),3639(a3146)	adsessura,assessura
lemma/90328	72070(D06G3),3635(a3148)	adsessio,assessio
lemma/90329	72071(D06G4),3636(a3149)	adsessor,assessor
lemma/90333	72078(D06GF),78177(D1A5G),3641(a3152)	adsistrix,assestrix,assistrix
lemma/90340	152529(D06G9),3648(a3159)	adsideo,assideo
lemma/90347	72077(D06GC),3655(a3165)	adsignatio,assignatio
lemma/90351	150966(D06GB),3659(a3169)	adsigno,assigno
lemma/90353	147165(D06F1),147166(D199C),3661(a3171)	adsalio,assalio,assilio
lemma/90354	78141(D1A3B),3664(a3172)	assimilatio,assimulatio
lemma/90357	150521(D06GD),151537(D06GE),3666(a3175)	adsimilo,adsimulo,assimulo
lemma/90370	150420(D06H0),3679(a3188)	adsolo,assolo
lemma/90377	72095(D0701),3687(a3195)	adsuetudo,assuetudo
lemma/90379	78303(D1AE8),108424(D7715),108425(D7716),108426(D7717),3689(a3197)	assula,astula,hastula
lemma/90419	72094(D06HF),3732(a3236)	adstipulator,astipulator
lemma/90421	72093(D06HE),78267(D1ABE),3734(a3237)	adstipulo,astipulo,astipulor
lemma/90434	152530(D06HH),3746(a3249)	adstrepo,astrepo
lemma/90479	77841(D1929),3791(a3290)	asilum,asylum
lemma/90490	72027(D06C7),3826(a3301)	adque,atque
lemma/90519	78643(D1C0E),3939(a3326)	aucella,aucula
lemma/90522	152044(D0707),3861(a3329)	adtamino,attamino
lemma/90529	72101(D0709),3867(a3336)	adtemperies,attemperies
lemma/90531	149981(D070B),3870(a3338)	adtempto,attempto
lemma/90532	149881(D070E),3871(a3339)	adtendo,attendo
lemma/90538	147043(D070F),3877(a3345)	adtermino,attermino
lemma/90558	72104(D070H),3898(a3365)	adtitulo,attitulo
lemma/90569	150414(D0714),3911(a3376)	adtraho,attraho
lemma/90571	151236(D0715),150664(D1BA4),3914(a3378)	adtrecto,attracto,attrecto
lemma/90578	149018(D0716),3923(a3385)	adtropo,attropo
lemma/90584	78519(D1BB6),3927(a3390)	atturacio,atturatio
lemma/90625	78646(D1C0G),3972(a3426)	aucupacio,aucupatio
lemma/90681	78776(D1C98),4027(a3479)	augmentum,augumentum
lemma/90717	78860(D1CF0),4065(a3507)	aulaeum,auleum
lemma/90729	78850(D1CF9),4077(a3518)	aulos,aulus
lemma/90751	123101(DA3G2),4094(a3538)	aurata,orata
lemma/90752	123246(DA46F),4115(a3539)	auricularius,oricularius
lemma/90799	78969(D1D3G),4147(a3582)	aurigo,aurugo
lemma/90801	79000(D1D5C),4149(a3584)	aurolentus,aurulentus
lemma/90805	147195(D01CC),77797(D18HB),147196(DA1C7),4154(a3588)	absculto,asculto,ausculto,obsculto
lemma/90884	77941(D1A42),77942(D1A43),77943(D1A44),4233(a3654)	assis,axis
lemma/90901	76448(D146D),2993(a3670)	aquae-ductus,aqueductus
lemma/90905	70577(D00H2),10(a3700)	ab-intus,abintus
lemma/90906	70578(D00H3),11(a3701)	ab-inuicem,abinuicem
lemma/90930	47373(7891),3128(a3730)	archebuleus,archebulius
lemma/90946	72069(D06G1),3629(a6142)	adsertor,assertor
lemma/90965	78364(D1B0C),3824(a6300)	athomus,atomus
lemma/91051	72096(D0702),77957(D19A0),3694(a8907)	adsultus,assaltus,assultus
lemma/91081	152557(D113G),2457(a9053)	ante-dico,antedico
lemma/91114	72948(D0A4G),1443(a9238)	agri-cultura,agricultura
lemma/91159	74984(D0H45),74985(D0H46),2214(a9977)	anathe"ma,anathema
lemma/91161	74984(D0H45),74985(D0H46),2216(a9978)	anathe'ma,anathema
lemma/91163	73133(D0AF7),3045(a9980)	alabarchia,arabarchia
lemma/91191	79322(D1E78),79323(D1E79),79324(D1E7A),79370(D1EA5),4255(b0006)	baca,bacca,bacha
lemma/91207	48701(10811),4270(b0021)	bacchi'us,bacchius
lemma/91210	79325(D1E9G),4275(b0023)	bacchus,baccus
lemma/91224	79363(D1E9E),4287(b0033)	baccula,bacula
lemma/91231	79322(D1E78),79323(D1E79),79324(D1E7A),79347(D1E8D),4263(b0038)	bacca,baccha
lemma/91239	149633(D1F41),4301(b0046)	baiolo,baiulo
lemma/91240	79562(D1F43),4302(b0047)	baiolus,baiulus
lemma/91257	79689(D1FBB),4319(b0063)	balena,ballaena
lemma/91262	79767(D1FF9),4324(b0068)	ballemathia,ballematia
lemma/91265	79732(D1FE0),4326(b0070)	balista,ballista
lemma/91283	79723(D1FD9),4349(b0085)	balineum,balneum
lemma/91284	79598(D1F7E),4249(b0086)	ba"lo,balo
lemma/91292	151446(D1G21),4358(b0094)	balteo,baltheo
lemma/91297	79797(D1FH5),4361(b0097)	balluca,baluca
lemma/91302	79893(D1G58),4367(b0102)	banchus,bancus
lemma/91351	98089(D570A),4863(b0144)	bonum,duonum
lemma/91379	80907(D21B1),4539(b0166)	belbus,beluus
lemma/91383	80478(D2051),4451(b0170)	basis,bassis
lemma/91396	80626(D20C6),4466(b0183)	bathioca,batioca
lemma/91404	80662(D20F0),4475(b0191)	batto,battuo
lemma/91423	143733(DE2E3),4467(b0208)	batiola,uatiola
lemma/91435	98008(D56D1),4504(b0220)	bellator,duellator
lemma/91461	97998(D56D8),4529(b0244)	bellum,duellum
lemma/91483	81017(D2202),81018(D2203),4542(b0266)	bene'ficium,beneficium
lemma/91528	81367(D231B),4610(b0307)	biblioteca,bibliotheca
lemma/91557	98023(D56E6),43274(b0332)	bidens,duidens
lemma/91584	144818(DE678),4661(b0356)	biga,uiga
lemma/91593	143633(DE27E),4418(b0364)	baro,uaro
lemma/91644	81597(D23FC),4721(b0411)	bipartitio,bipertitio
lemma/91651	84115(D2C1C),4727(b0416)	birota,byrota
lemma/91652	84116(D2C1D),4729(b0417)	birrus,byrrus
lemma/91663	81703(D243H),4740(b0427)	bisextus,bissextus
lemma/91664	145258(DE7GD),4743(b0428)	bison,uison
lemma/91686	147215(D24D3),4765(b0449)	blactero,blatero
lemma/91718	147215(D24D3),4766(b0477),4798(b0477),4794(b0477)	blactero,blateo,blatero
lemma/91737	81962(D2521),82660(D2773),4820(b0494)	boa,boba,boua
lemma/91740	82098(D25A0),4825(b0498)	boethus,boetus
lemma/91742	145662(DE954),4827(b0500)	bolarium,uolarium
lemma/91752	82172(D25HE),4819(b0510)	bo'lus,bolus
lemma/91784	81930(D2514),82659(D2778),4866(b0539)	boo,bouo
lemma/91796	83741(D2B68),83913(D2B80),4877(b0550)	borrio,burio,burrio
lemma/91824	81973(D252B),4904(b0574)	bobinator,bouinator
lemma/91829	83030(D28AA),4908(b0578)	brabeum,brauium
lemma/91838	82870(D280F),4915(b0586)	bracchiatus,brachiatus
lemma/91840	82878(D2817),4916(b0589)	bracchiolum,brachiolum
lemma/91842	82856(D281C),4917(b0591)	bracchium,brachium
lemma/91864	82900(D282F),4943(b0612)	bracteator,bratteator
lemma/91866	82901(D282G),4945(b0614)	bracteola,bratteola
lemma/91890	83246(D2958),83253(D2964),4971(b0637)	brocchus,broccus,brochus
lemma/91898	83360(D29C2),4979(b0645)	bruchus,brucus
lemma/91916	83610(D2A88),4995(b0661)	bubalus,bufalus
lemma/91928	83480(D2A0D),5011(b0672)	bubilo,bubulo
lemma/91930	83573(D2A63),5013(b0674)	bucaeda,bucida
lemma/91933	83496(D2A1E),83532(D2A3B),83562(D2A58),5016(b0677)	buca,bucca,buccha,bucha
lemma/91935	83574(D2A64),5018(b0679)	buccella,bucilla
lemma/91943	83588(D2A71),83589(D2A72),83590(D2A73),5025(b0687)	buccula,bucula
lemma/91948	83578(D2A69),5030(b0692)	bucetum,bucitum
lemma/91951	83536(D2A3H),5033(b0696)	buccino,bucino
lemma/91961	82058(D2579),83588(D2A71),83589(D2A72),83590(D2A73),5043(b0707)	bocula,bucula
lemma/91976	145705(DE9A0),5058(b0720)	bulbus,uoluus
lemma/92018	83880(D2B60),83916(D2B7G),5102(b0757)	buricus,burrichus,burricus
lemma/92054	81629(D23H8),83919(D2B86),5137(b0789)	birsa,bursa,byrsa
lemma/92072	83537(D2A3F),83569(D2A5G),5031(b0804)	buccina,buchina,bucina
lemma/92073	83538(D2A43),5035(b0805)	buccinus,bucinus
lemma/92105	48701(10811),4269(b9691)	bacchi"us,bacchius
lemma/92112	82840(D27H1),4918(b9697)	bracchiale,brachiale
lemma/92114	88208(D3795),88242(D37B8),88801(D398F),5283(c0000)	caerimonia,ceremonia,cerimonia,cherimonia
lemma/92124	85685(D2H3G),5153(c0009)	cabanna,capanna
lemma/92136	84262(D2CAA),5166(c0021)	cacabus,caccabus
lemma/92153	84305(D2CCG),5183(c0037)	cacochimia,cacochymia
lemma/92209	87835(D3651),5238(c0085)	caelamen,celamen
lemma/92213	87872(D3677),5244(c0089)	caelestinus,celestinus
lemma/92215	87878(D367D),5246(c0091)	caelia,celia
lemma/92224	90272(D3E73),5257(c0100)	caeliger,coeliger
lemma/92232	87930(D36B1),5265(c0106)	caementarius,cementarius
lemma/92237	88089(D3724),5270(c0111)	caenulentus,cenulentus
lemma/92238	87936(D3726),5271(c0112)	caenum,cenum
lemma/92245	88206(D3793),5282(c0119)	caerefolium,cerefolium
lemma/92256	87843(D365B),5241(c0130)	caelatura,celatura
lemma/92265	88354(D3805),5306(c0139)	caespes,cespes
lemma/92268	147278(D3807),5309(c0142)	caespito,cespito
lemma/92271	88384(D382B),5312(c0145)	caestus,cestus
lemma/92276	89197(D3AE2),5267(c0149)	caementum,cimentum
lemma/92277	88456(D386B),5322(c0150)	caia,chaia
lemma/92302	84529(D2D86),5348(c0172)	calathus,calatus
lemma/92305	84518(D2D75),5351(c0175)	calantica,calautica
lemma/92323	84611(D2DCE),5368(c0189)	calceamentarius,calciamentarius
lemma/92326	84622(D2DD8),5373(c0192)	calceator,calciator
lemma/92327	84605(D2DCG),5376(c0193)	calceo,calcio
lemma/92337	150823(D2DC3),5386(c0203)	calcho,calco
lemma/92359	84752(D2E33),5413(c0223)	caliandrum,caliendrum
lemma/92382	84892(D2EBG),5440(c0244)	caliptra,calyptra
lemma/92423	84853(D2E9A),5481(c0281)	calta,caltha
lemma/92438	112985(D85F0),5495(c0292)	calumnia,kalumnia
lemma/92454	105409(D6F1E),5507(c0305)	calymma,galumma
lemma/92457	85009(D2F02),88497(D388H),5510(c0308)	camara,camera,chamera
lemma/92458	85024(D2F15),5511(c0309)	camararius,camerarius
lemma/92460	85008(D2F0H),5512(c0310)	camaro,camero
lemma/92500	152160(D2FB7),5553(c0344)	campso,camso
lemma/92506	88486(D38A0),5560(c0350)	camus,chamus
lemma/92507	85251(D2FE4),85277(D2FFE),88516(D38A2),5561(c0351)	canaba,canapa,canaua,chanaba
lemma/92622	88102(D372C),5273(c0447)	caeparia,ceparia
lemma/92624	85579(D2GF7),5686(c0449)	cantarulus,cantharulus
lemma/92631	85593(D2GGB),88536(D38B5),5691(c0455)	canterius,cantherius,chanterius
lemma/92632	85536(D2H1D),5692(c0456)	canthus,cantus
lemma/92664	93896(D48DB),5779(c0483)	capra,crepa
lemma/92666	85766(D2H8A),5724(c0484)	capero,caperro
lemma/92668	85833(D2HCH),136739(DCF39),5726(c0486)	caphisterium,capisterium,scaphisterium
lemma/92694	85865(D2HE3),5749(c0507)	capital,capitale
lemma/92700	88546(D38BG),5755(c0513)	capitellum,chapitellum
lemma/92708	86046(D3075),5791(c0518)	capreolus,capriolus
lemma/92709	92960(D45CH),5896(c0519)	cardiacus,cordiacus
lemma/92714	85767(D2H98),5767(c0523)	capetum,capitum
lemma/92735	88101(D372F),5274(c0541)	caeparius,ceparius
lemma/92770	85698(D2H4C),5826(c0571)	capcio,captio
lemma/92800	86187(D30G0),88560(D38CH),5858(c0595)	caragius,caragus,charagius
lemma/92835	86396(D31A8),6018(c0625)	cariota,caryota
lemma/92844	88568(D38D9),5902(c0633)	cardo,chardo
lemma/92864	86398(D31AD),5930(c0652)	carisa,carissa
lemma/92867	88603(D38F8),5933(c0655)	caritas,charitas
lemma/92899	86331(D316G),5968(c0683)	carenum,caroenum
lemma/92924	86373(D3190),5996(c0705)	carico,carrico
lemma/92929	86733(D32D0),86865(D3332),6000(c0710)	carruca,carrucha,caruca
lemma/92931	86735(D32D2),6001(c0711)	carrucarius,carrucharius
lemma/92947	88336(D37H2),5290(c0726)	caeruleum,ceruleum
lemma/92967	87053(D33D3),88703(D3933),6037(c0741)	casia,cassia,chassia
lemma/92971	86891(D3342),6045(c0745)	casabundus,cassabundus
lemma/92985	86882(D335F),86883(D335G),87006(D33B4),87007(D33B5),87008(D33B6),87009(D33B7),87010(D33B8),87011(D33B9),87012(D33BA),87013(D33BB),6043(c0758),6058(c0758)	caso,casso
lemma/92986	87232(D3523),6236(c0759)	cattus,catus
lemma/93039	87216(D3453),88712(D393E),6108(c0800)	casubla,casula,chasula
lemma/93041	87245(D346C),6113(c0802)	catabolenses,catabulenses
lemma/93043	87244(D346D),6114(c0804)	catabolum,catabulum
lemma/93049	87250(D346H),87252(D3471),6121(c0809)	cataclismus,cataclysmos,cataclysmus
lemma/93077	152018(D34E7),6150(c0836)	cataplasmo,cathaplasmo
lemma/93093	87385(D34EG),6165(c0851)	catasta,cathasta
lemma/93105	87386(D34F0),6177(c0862)	catechismus,cathecismus
lemma/93107	150543(D34BD),6179(c0864)	catechizo,catecizo
lemma/93112	87365(D34DC),6184(c0868)	cateia,cateya
lemma/93117	87399(D34FD),6189(c0872)	catena,cathena
lemma/93128	87307(D34A4),6201(c0883)	catarticum,catharticum
lemma/93151	87466(D351E),6222(c0903)	catlaster,catulaster
lemma/93186	90238(D3E53),6257(c0935)	cauda,coda
lemma/93188	90248(D3E5B),6259(c0937)	caudex,codex
lemma/93191	90250(D3E5F),6262(c0940)	caudicarius,codicarius
lemma/93221	87642(D35BG),6290(c0966)	cauillo,cauillor
lemma/93238	92784(D4529),94697(D4B7G),6306(c0982)	caupo,copo,cupo
lemma/93240	84614(D2DD4),5372(c0984)	calcearius,calciarius
lemma/93241	92788(D452C),6310(c0985)	cauponicula,coponicula
lemma/93247	87665(D35DA),6316(c0989)	caupillus,caupulus
lemma/93261	87691(D35F0),6329(c1003)	causea,causia
lemma/93271	87678(D35ED),6338(c1012)	causo,causor
lemma/93325	92780(D4527),94694(D4B7D),9749(c1053)	copla,copula,cupla
lemma/93341	87897(D368B),87905(D3694),6400(c1068)	cellararius,cellariarius,cellerarius
lemma/93364	90277(D3E7A),6424(c1089)	cena,coena
lemma/93366	84612(D2DD2),5371(c1091)	calcearium,calciarium
lemma/93368	90279(D3E7C),6429(c1093)	cenaculatus,coenaculatus
lemma/93371	84404(D2D0F),6432(c1096)	caenarius,cenarius
lemma/93373	90285(D3E80),6434(c1098)	cenatio,coenatio
lemma/93448	90164(D3E11),94371(D4A66),9760(c1161)	cocina,coquina,cucina
lemma/93486	88135(D374E),5281(c1194)	caepula,cepula
lemma/93588	88223(D37A6),88316(D37G0),88334(D37GG),6650(c1281)	cereuisia,ceruesa,ceruesia,ceruisa
lemma/93602	84673(D2DG7),5420(c1294)	caldaria,calidaria
lemma/93635	88792(D398C),6700(c1322)	chaere,chere
lemma/93637	84526(D2D7F),6701(c1324)	calasticus,chalasticus
lemma/93673	94670(D4B61),10507(c1357)	cupedia,cuppedia
lemma/93701	86162(D30EB),6751(c1383)	cara,chara
lemma/93704	86177(D30F4),6754(c1386)	caracter,character
lemma/93708	86230(D3105),6758(c1390)	caraxo,charaxo
lemma/93710	86400(D31AF),6761(c1392)	carisma,charisma
lemma/93715	86751(D32E2),6765(c1396)	carta,charta
lemma/93729	86846(D3320),6778(c1407)	cartula,chartula
lemma/93731	86980(D3397),6781(c1409)	casma,chasma
lemma/93743	87913(D36A0),6793(c1419)	celonitis,chelonitis
lemma/93748	88485(D3886),6797(c1423)	chama,chema
lemma/93763	98245(D57A2),6812(c1437)	cheuma,eccheuma
lemma/93793	89641(D3C44),6842(c1462)	chlamydatus,clamidatus
