t[-y-]{+o+}r	1
t[-y-]{+i+}p	1
t[-u-]{+o+}r	1
t[-u-]{+o+}n	1
t[-u-]o	1
t[-ul-]{+r+}u	1
t{+u+}l	1
t[-u-]{+i+}n	1
t{+u+}e	1
t[-t-]u	1
t[-t-]e	1
t[-t-]a	1
t{+r+}u	1
t[-r-]i	1
t{+r+}a	1
t[-o-]{+u+}s	1
t[-on-]{+u+}s	1
t[-on-]{+um+}	1
t[-i-]{+y+}s	1
t[-i-]{+y+}l	1
t[-i-]{+u+}p	1
t[-i-]{+u+}l	1
t[-ip-]u{+p+}l	1
t[-i-]{+em+}z	1
t[-i-]{+a+}c	1
t[-hos-]{+um+}	1
t{+h+}e	1
t[-es-]{+a+}	1
t[-e-]r{+i+}p	1
t[-er-]{+imus+}	1
t[-e-]r	1
t[-e-]{+i+}s	1
t[-e-]{+i+}l	1
t[-e-]{+i+}g	1
t[-e-]{+i+}a	1
t[-a-]{+es+}	1
t[-a-]{+e+}r	1
t[-a-]e	1
s[-y-]{+u+}n	1
s[-yb-]i{+by+}n	1
s[-up-]{+i+}p	1
s[-u-]o	1
s[-u-]{+a+}l	1
s[-u-]a	1
s[-s-]{+t+}u	1
s{+s+}o	1
s[-s-]i	1
s{+s+}e	1
s[-q-]{+c+}u	1
s[-po-]{+fu+}n	1
s[-o-]{+u+}l	1
s[-o-]{+i+}s	1
s[-o-]{+e+}c	1
s[-i-]{+y+}n	1
s[-i-]{+y+}l	1
[-s-]{+i+}u	1
s[-i-]m	1
[-si-]{+a+}l	1
s[-i-]{+a+}l	1
s[-i-]a	1
s[-eq-]{+ic+}u	1
s[-e-]{+i+}u	1
[-se-]{+i+}s	1
s[-e-]{+i+}s	1
s[-e-]{+i+}d	1
s[-e-]{+i+}c	1
s[-e-]{+a+}c	1
s[-cho-]{+qu+}i	1
{+s+}c	1
s[-a-]{+e+}c	1
s[-a-]c	1
r[-y-]{+u+}p	1
r[-y-]{+u+}b	1
r[-y-]{+i+}p	1
r[-y-]{+i+}o	1
r[-y-]{+i+}l	1
r{+us+}	1
r[-us-]	1
r[-u-]{+o+}t	1
r[-u-]{+o+}p	1
r[-u-]{+o+}l	1
r[-u-]{+i+}p	1
r[-u-]{+i+}g	1
r[-u-]e{+ui+}s	1
r[-u-]{+b+}u	1
r[-u-]{+b+}i	1
r[-t-]{+s+}o	1
r[-t-]i	1
[-r-]{+s+}e	1
r[-s-]{+c+}i	1
[-r-]s	1
r[-r-]u	1
r[-r-]o	1
r{+ri+}g	1
r[-ri-]g	1
r[-r-]a	1
r[-p-]{+of+}i	1
r[-o-]{+u+}m	1
r[-op-]{+a+}s	1
r[-on-]{+um+}	1
r[-o-]n	1
r[-o-]e	1
r[-o-]{+a+}p	1
r[-o-]{+a+}e	1
r[-i-]{+u+}u	1
r{+i+}u	1
r{+is+}	1
r[-i-]o	1
r[-i-]{+e+}m	1
r[-i-]{+e+}c	1
r[-i-]{+e+}a	1
r{+i+}e	1
r[-i-]d	1
r[-ho-]{+u+}m	1
r[-h-]o	1
r{+h+}e	1
r[-g-]{+c+}o	1
r[-g-]{+c+}e	1
r[-e-]{+i+}p	1
r[-e-]{+i+}l	1
r[-e-]{+a+}p	1
r[-e-]{+a+}n	1
r[-e-]{+a+}c	1
r{+e+}a	1
r[-c-]{+t+}u	1
r[-c-]{+t+}i	1
r{+c+}t	1
r[-c-]{+qu+}i	1
r[-c-]{+q+}u	1
r[-c-]{+k+}a	1
r[-a-]{+h+}e	1
r[-a-]{+e+}s	1
r[-a-]e	1
{+r+}	1
p[-y-]{+i+}x	1
p[-y-]{+i+}t	1
p[-u-]{+y+}g	1
p[-u-]{+o+}t	1
p[-u-]{+o+}d	1
p[-u-]{+il+}l	1
p[-u-]{+i+}l	1
p[-ub-]{+op+}l	1
{+p+}t	1
p{+p+}u	1
p[-p-]o	1
p{+p+}l	1
p[-p-]i	1
p{+p+}a	1
p[-p-]a	1
p[-o-]{+u+}l	1
p[-o-]{+e+}d	1
p[-o-]{+au+}s	1
p[-i-]{+y+}r	1
p[-i-]{+e+}t	1
p[-i-]{+e+}r	1
p[-i-]{+e+}c	1
[-phy-]{+fi+}l	1
p[-h-]o	1
p{+er+}a	1
p[-e-]r	1
p[-e-]{+i+}n	1
p[-e-]{+i+}d	1
p[-e-]{+i+}c	1
p[-e-]{+a+}c	1
p[-e-]{+a+}	1
p[-a-]{+o+}e	1
p[-a-]l	1
p[-a-]{+e+}r	1
o{+u+}o	1
o[-um-]{+on+}	1
o[-u-]{+b+}i	1
o{+u+}a	1
o[-s-]{+t+}s	1
o[-r-]s	1
o[-qu-]{+c+}u	1
o[-qu-]{+c+}o	1
o[-ph-]{+f+}a	1
o[-p-]{+b+}p	1
o[-n-]{+d+}i	1
[-ol-]{+au+}l	1
o[-i-]{+l+}c	1
o[-ho-]r	1
o[-f-]{+ph+}u	1
o[-f-]{+b+}f	1
[-o-]{+e+}f	1
o[-e-]c{+h+}i	1
o[-e-]{+a+}	1
o[-c-]{+b+}c	1
o[-b-]s	1
o{+b+}c	1
o{+b+}a	1
[-o-]{+au+}s	1
[-o-]{+au+}r	1
o[-a-]m	1
n[-u-]{+i+}p	1
n{+u+}a	1
n[-u-]a	1
n[-t-]{+d+}e	1
n[-sn-]a	1
n[-q-]{+g+}u	1
n[-o-]{+u+}m	1
n[-o-]{+i+}t	1
n{+n+}i	1
n{+n+}e	1
n[-i-]{+u+}c	1
n{+i+}o	1
n[-i-]o	1
n[-i-]{+e+}l	1
n[-ic-]u{+c+}l	1
n[-i-]{+ae+}q	1
n{+i+}a	1
n{+h+}u	1
n[-guis-]{+x+}	1
n[-e-]{+o+}r	1
n[-d-]{+n+}i	1
n{+c+}t	1
n[-c-]{+g+}r	1
n[-c-]{+g+}i	1
n{+a+}x	1
m[-yo-]{+e+}t	1
m[-y-]o	1
m[-y-]{+i+}r	1
m[-u-]{+o+}n	1
m[-p-]s	1
m[-ph-]{+f+}o	1
m[-p-]{+b+}u	1
m{+o+}e	1
m[-o-]e	1
{+m+}n	1
m[-m-]u	1
m[-i-]{+u+}l	1
m[-in-]a{+ni+}l	1
m[-el-]i	1
m[-e-]{+i+}s	1
m[-e-]{+i+}n	1
m[-e-]{+i+}g	1
m[-a-]u	1
m[-a-]{+o+}e	1
m[-a-]{+e+}t	1
m[-a-]e	1
l[-y-]{+u+}m	1
l[-y-]{+i+}m	1
l[-u-]{+y+}t	1
l[-u-]{+l+}a	1
l[-u-]{+i+}m	1
l[-u-]{+e+}t	1
l[-u-]{+b+}a	1
l[-sa-]m	1
l[-p-]t	1
l[-o-]{+u+}t	1
l[-o-]{+u+}r	1
l[-o-]{+u+}n	1
l[-o-]{+u+}m	1
l[-on-]{+um+}	1
l[-ol-]a	1
l[-l-]u	1
l{+l+}o	1
l[-la-]e	1
l[-i-]u	1
l[-it-]{+u+}t	1
l{+is+}	1
l{+i+}o	1
l{+i+}n	1
l[-i-]n	1
l[-i-]{+le+}u	1
l[-i-]{+le+}p	1
l[-i-]{+e+}t	1
l[-i-]{+e+}r	1
l[-i-]{+e+}g	1
l[-i-]{+e+}d	1
l[-i-]{+e+}c	1
l[-i-]d	1
l[-i-]c	1
l[-g-]{+c+}i	1
l[-e-]{+i+}t	1
l[-e-]{+i+}a	1
l{+e+}i	1
l[-e-]	1
l{+c+}t	1
l[-au-]{+o+}d	1
l{+a+}u	1
l[-a-]{+i+}b	1
l[-a-]{+e+}r	1
l[-a-]e	1
i{+z+}o	1
i[-z-]{+di+}o	1
[-i-]{+y+}n	1
i[-x-]{+s+}t	1
i[-u-]{+o+}c	1
i[-u-]{+e+}r	1
i{+t+}o	1
i[-ti-]e	1
i[-t-]{+c+}t	1
i{+s+}r	1
i[-s-]r	1
i[-s-]{+n+}s	1
[-ir-]e{+ri+}n	1
i[-qu-]{+c+}u	1
[-i-]p	1
i[-n-]s	1
[-in-]{+e+}s	1
i[-n-]c	1
i[-m-]{+ndu+}p	1
i[-m-]{+n+}b	1
{+i+}l	1
i{+i+}e	1
[-i-]{+hy+}r	1
i[-g-]{+m+}m	1
i[-g-]{+c+}i	1
i[-e-]{+u+}r	1
[-i-]{+e+}s	1
i[-e-]{+a+}n	1
[-i-]{+e+}a	1
i[-c-]{+g+}i	1
i[-b-]{+x+}u	1
i[-a-]{+e+}n	1
i[-a-]e	1
[-i-]a	1
h[-y-]{+i+}s	1
h[-y-]{+i+}l	1
h[-o-]{+u+}s	1
[-hi-]s	1
h{+i+}n	1
{+h+}i	1
[-h-]{+f+}a	1
h[-es-]{+a+}	1
h[-e-]{+a+}m	1
h[-e-]a	1
[-ha-]{+f+}e	1
[-ha-]{+e+}m	1
g[-y-]{+u+}d	1
g[-y-]{+i+}r	1
g{+u+}m	1
g[-o-]{+u+}n	1
g[-o-]{+e+}n	1
[-g-]n	1
g[-i-]u	1
g[-i-]m	1
g[-i-]{+e+}t	1
g[-i-]{+e+}l	1
g[-i-]d	1
g[-e-]r{+us+}	1
g[-e-]{+i+}u	1
g[-e-]{+i+}t	1
g[-e-]{+i+}r	1
g[-e-]{+i+}m	1
[-g-]{+ec+}u	1
[-g-]{+c+}l	1
[-g-]{+c+}i	1
f[-r-]{+l+}a	1
f{+r+}i	1
f[-o-]{+u+}r	1
f{+o+}e	1
f[-o-]e	1
f[-o-]{+au+}c	1
f[-l-]{+r+}a	1
f[-i-]{+e+}l	1
f[-i-]{+a+}c	1
[-f-]{+h+}o	1
f[-e-]{+i+}s	1
f[-a-]{+e+}r	1
e[-x-]r	1
e{+x+}d	1
[-e-]{+u+}r	1
e{+ui+}t	1
e[-t-]{+n+}a	1
e[-r-]n	1
e{+r+}i	1
e[-n-]{+m+}d	1
e[-ne-]s	1
[-e-]{+i+}t	1
e{+g+}m	1
e{+g+}i	1
[-e-]g	1
e[-f-]{+x+}f	1
e[-d-]{+t+}	1
e[-d-]{+l+}i	1
e[-d-]i	1
e[-c-]t	1
e[-c-]{+qu+}u	1
e[-cc-]{+t+}i	1
{+ec+}c	1
e[-b-]{+u+}u	1
[-e-]{+a+}s	1
d[-y-]{+u+}l	1
d{+u+}o	1
d[-u-]{+i+}c	1
d{+r+}i	1
d[-o-]{+u+}n	1
d[-o-]{+u+}m	1
d[-i-]{+u+}p	1
d[-ic-]u{+c+}l	1
[-dia-]{+z+}e	1
[-dia-]{+c+}e	1
d[-i-]a	1
d[-e-]{+i+}u	1
d{+d+}u	1
d[-a-]{+i+}c	1
c[-y-]{+u+}m	1
c[-y-]{+i+}o	1
c[-u-]{+o+}m	1
c[-u-]{+i+}m	1
c[-u-]{+i+}c	1
c{+u+}a	1
c[-t-]e	1
[-c-]t	1
c[-r-]o	1
c[-r-]{+l+}u	1
[-c-]{+qu+}o	1
c[-o-]{+u+}s	1
c[-oq-]u{+c+}i	1
[-co-]{+qu+}a	1
c[-op-]u{+p+}l	1
c[-on-]{+um+}	1
c[-o-]h	1
c[-oe-]{+i+}m	1
c[-o-]{+au+}d	1
[-c-]{+k+}a	1
c[-i-]{+u+}m	1
c{+i+}u	1
c[-i-]{+e+}s	1
c[-i-]{+e+}r	1
c[-i-]{+e+}o	1
c{+i+}a	1
c{+h+}u	1
c[-ho-]e	1
c{+h+}i	1
c[-h-]e	1
c[-ha-]e	1
[-c-]{+g+}o	1
[-c-]{+g+}a	1
c[-e-]r	1
c[-el-]{+u+}l	1
c[-e-]{+i+}t	1
c[-e-]{+i+}o	1
c[-e-]{+i+}d	1
c[-e-]i	1
c[-e-]{+a+}s	1
c[-e-]{+a+}r	1
[-ce-]{+a+}n	1
c[-e-]{+a+}	1
c[-c-]u	1
c{+c+}o	1
c{+c+}h	1
c[-ce-]{+i+}l	1
c{+a+}u	1
c[-a-]u	1
c[-ap-]r{+ep+}a	1
c[-a-]{+o+}r	1
c[-a-]{+o+}e	1
c[-a-]{+i+}n	1
c[-a-]{+he+}n	1
c[-ae-]{+i+}m	1
c[-ae-]{+i+}d	1
b[-y-]{+u+}r	1
[-b-]{+u+}u	1
[-b-]u{+o+}l	1
b[-u-]{+o+}c	1
[-b-]{+u+}o	1
b[-or-]{+u+}r	1
b[-i-]{+y+}r	1
b[-i-]l	1
b[-i-]{+e+}l	1
b[-i-]{+e+}a	1
b[-e-]{+i+}o	1
[-b-]{+du+}o	1
[-b-]{+du+}i	1
b[-a-]i	1
a[-x-]{+ss+}i	1
a[-u-]t	1
a[-u-]s	1
[-au-]{+ob+}s	1
a[-u-]{+n+}t	1
a[-u-]{+f+}o	1
a[-u-]{+b+}s	1
a[-u-]{+b+}i	1
a[-u-]{+b+}a	1
a{+ua+}t	1
a[-tt-]{+uc+}i	1
a[-t-]{+d+}q	1
a[-t-]{+c+}i	1
a[-ss-]{+x+}a	1
[-a-]s	1
a{+s+}	1
a[-r-]{+s+}e	1
a[-r-]{+s+}a	1
[-ar-]r	1
{+are+}	1
a[-r-]{+d+}r	1
a[-qu-]{+gr+}i	1
a[-qu-]{+cr+}i	1
a[-q-]{+c+}u	1
a[-ph-]{+f+}o	1
a[-n-]t	1
a[-n-]g	1
a[-mph-]{+nf+}o	1
a[-mi-]{+n+}n	1
a[-m-]{+d+}m	1
a[-g-]{+n+}n	1
a[-g-]{+d+}n	1
a[-f-]{+ph+}r	1
a[-e-]{+i+}c	1
a[-e-]{+i+}a	1
a{+e+}	1
a[-d-]{+t+}r	1
a[-d-]{+t+}i	1
a[-d-]{+t+}	1
a{+d+}m	1
a{+d+}g	1
a[-d-]{+b+}n	1
a[-d-]{+b+}b	1
a[-c-]{+t+}u	1
a[-c-]{+n+}c	1
a[-ci-]{+t+}u	1
a[-c-]{+g+}r	1
a[-c-]{+g+}o	1
a[-c-]{+d+}q	1
a[-c-]{+b+}u	1
a[-can-]{+g+}a	1
a{+b+}s	1
a[-b-]{+p+}s	1
a[-b-]l{+b+}e	1
a[-bi-]l	1
a{+b+}f	1
a[-be-]{+ui+}u	1
a[-b-]{+d+}b	1
